Trait	Fraction of Phenotypic Variance Explained	Chromosome	Peak Position (bp)	LOD	1.5 LOD Confidence Interval (Left) (bp)	1.5 LOD Confidence Interval (Right) (bp)	Genes Under Confidence Interval (Common Name)	Genes Under Confidence Interval (Standard Name)
Formamide	0.009	13	389019	2.72	84896	640191	UTP14|PRE8|RPM2|NA|NA|UFO1|AIM33|ALO1|TUB1|NA|NA|NA|ATP18|NA|DUS1|NA|CPR3|BET5|WAR1|HMG1|FPR3|RPL6A|TCB3|COG8|NA|NA|DAK1|POB3|ITT1|ERV41|SMA2|ORC1|TEM1|RPS1B|MFT1|PIF1|OGG1|NTE1|HUG1|SML1|NA|CMP2|IMD4|SNR54|SPC2|CYB2|NA|NA|SUP5|NA|SUR7|GAL80|AIM32|RSE1|GSF2|NA|PRM6|PRP39|NA|NA|NA|NA|NA|NA|RRN11|CAT2|VPS71|SUF7|NA|NA|NA|NA|NA|YMD8|NA|CGI121|AMD1|NA|SRC1|RAD52|NA|NDC1|AIM31|USA1|TSA1|YOX1|RPS18B|YML6|RPS17A|NSE5|APT1|UNG1|NA|OST6|NA|PSP2|PPZ1|TAF11|TRM9|UBX2|NA|ERV25|RAD33|SPT5|NA|NA|MRPL39|ERG6|NA|YAP1|GIS4|NA|TRM12|GLO1|NA|NA|YPT7|CEN13|CDC5|NA|MIC17|AIM34|MVP1|TAF4|PLB2|NA|PLB1|ADI1|NA|HXT2|NA|NA|CLU1|SEC59|NA|SNR78|SNR77|SNR76|SNR75|SNR74|SNR73|NA|SNR72|BUD22|ERG5|SOK2|SPO20|NA|STB4|FMS1|MAC1|UBC7|MSS1|NA|MRPL3|CSI1|PEX12|NA|TAP42|FAR8|RSF1|NA|NA|HOF1|NA|ARP9|NA|IMP2|MIH1|MSN2|CCS1|SUB1|YET2|ARA2|NA|ARG80|MCM1|IOC4|NA|NA|NA|NA|NA|NA|NA|NUP116|CSM3|ERB1|NA|NA|NA|NA|NA|NA|NA|NA|NA|FAR3|NA|STB2|STV1|BUB2|AAC1|NA|FET3|SEN15|SAM37|RNA14|ARG7|RIM9|AEP1|KAR5|SOV1|UBX4|AVO2|NAT4|MOT3|TVP18|ABF2|IRC21|NA|RCO1|NA|PDS5|NA|VPS20|CTF18|SEC14|NAM7|ISF1|NA|ADH3|NA|NA|NA|NA|NA|VBA1|YTA12|NA|NPL6|AIP1|UTP15|CTF13|SNO1|SNZ1|MTG1|ATP25|NA|NA|NA|MUB1|SRT1|NA|NA|YPK2|PGM2|NA|YKU80|NA|NA|NA|SPG4|ILV2|MYO5|HFD1|NA|MED11|FOL3|NA|MGR3|ASC1|SNR24|SPC24|NA|NA|NA|NA|NA|ASI1|NA|ADE17|RPL15B|NA|NA|PKR1|NA|STO1|DLT1|SAS2|ECM16|POM152|NA|RRB1|JLP2|REC114|NA|GID8|NA|GAT2|PSO2|CIN4|RIM11|SIP5|NA|RPL13B|NA|RPS16A|NA|NDE1|TIF34|NA|OSW5|SWP1|IMP1|YIM2|YIM1|NUP53|NA|RIM13|NA|TPP1|AIM36|MRPS8|EMT4|NA|NA|NA|ATG16|NA|HLJ1|DNF3|INP2|NA|MSS11|PAH1|NA|MLH1|CEP3|ALD3|ALD2|EAR1|HOT1|NA|DDR48|NA|PAI3|SIP18|NA|ECM5|MMT1|NA|SPT21|CTL1|NA|RGM1|NA|SNR83|SSO2|ADD37|NA|HSC82|NA|MRPS17|GCV2	YML093W|YML092C|YML091C|YML090W|YML089C|YML088W|YML087C|YML086C|YML085C|YML084W|YML083C|YML082W|YML081C-A|YML081W|YML080W|YML079W|YML078W|YML077W|YML076C|YML075C|YML074C|YML073C|YML072C|YML071C|tR(UCU)M2|YMLCdelta1|YML070W|YML069W|YML068W|YML067C|YML066C|YML065W|YML064C|YML063W|YML062C|YML061C|YML060W|YML059C|YML058W-A|YML058W|YML057C-A|YML057W|YML056C|snR54|YML055W|YML054C|YML054C-A|YMLCdelta2|tY(GUA)M1|YML053C|YML052W|YML051W|YML050W|YML049C|YML048W|YML047W-A|YML047C|YML046W|tG(GCC)M|YMLWTy1-1|YMLWdelta3|YML045W|YML045W-A|YMLWdelta4|YML043C|YML042W|YML041C|tP(UGG)M|YMLWTy1-2|YMLWdelta5|YML039W|YML040W|YMLWdelta6|YML038C|YML037C|YML036W|YML035C|YML034C-A|YML034W|YML032C|YML031C-A|YML031W|YML030W|YML029W|YML028W|YML027W|YML026C|YML025C|YML024W|YML023C|YML022W|YML021C|YML020W|YML019W|YML018C|YML017W|YML016C|YML015C|YML014W|YML013W|YML012C-A|YML012W|YML011C|YML010W|YML009W-B|YML009C-A|YML009C|YML008C|YML007C-A|YML007W|YML006C|tS(AGA)M|YML005W|YML004C|YML003W|YML002W|YML001W|CEN13|YMR001C|YMR001C-A|YMR002W|YMR003W|YMR004W|YMR005W|YMR006C|YMR007W|YMR008C|YMR009W|YMR010W|YMR011W|YMRCtau1|tE(UUC)M|YMR012W|YMR013C|YMR013C-A|snR78|snR77|snR76|snR75|snR74|snR73|YMR013W-A|snR72|YMR014W|YMR015C|YMR016C|YMR017W|YMR018W|YMR019W|YMR020W|YMR021C|YMR022W|YMR023C|tA(AGC)M1|YMR024W|YMR025W|YMR026C|YMR027W|YMR028W|YMR029C|YMR030W|YMR031C|YMR031W-A|YMR032W|YMR030W-A|YMR033W|YMR034C|YMR035W|YMR036C|YMR037C|YMR038C|YMR039C|YMR040W|YMR041C|tF(GAA)M|YMR042W|YMR043W|YMR044W|YMRCTy1-3|YMRCdelta7|YMR045C|YMR046C|YMRCdelta8|YMR046W-A|tH(GUG)M|YMR047C|YMR048W|YMR049C|tV(AAC)M1|YMRCTy1-4|YMRCdelta9|YMR050C|YMR051C|YMRCdelta10|YMRCdelta11|YMRWdelta12|tW(CCA)M|YMR052W|YMR052C-A|YMR053C|YMR054W|YMR055C|YMR056C|YMR057C|YMR058W|YMR059W|YMR060C|YMR061W|YMR062C|YMR063W|YMR064W|YMR065W|YMR066W|YMR067C|YMR068W|YMR069W|YMR070W|YMR071C|YMR072W|YMR073C|YMR074C|YMR075W|YMR075C-A|YMR076C|tV(AAC)M2|YMR077C|YMR078C|YMR079W|YMR080C|YMR081C|YMR082C|YMR083W|YMR084W|YMR085W|YMR086W|YMR086C-A|YMR087W|YMR088C|YMR089C|YMR090W|YMR091C|YMR092C|YMR093W|YMR094W|YMR095C|YMR096W|YMR097C|YMR098C|YMRCdelta13|tD(GUC)M|YMR099C|YMR100W|YMR101C|YMR102C|YMR103C|YMR104C|YMR105C|YMR105W-A|YMR106C|tK(CUU)M|YMRCdelta14|YMRWdelta15|YMR107W|YMR108W|YMR109W|YMR110C|YMR111C|YMR112C|YMR113W|YMR114C|YMR115W|YMR116C|snR24|YMR117C|YMR118C|YMRWdelta16|YMRWtau2|YMRWdelta17|tL(CAA)M|YMR119W|YMR119W-A|YMR120C|YMR121C|YMR122C|YMR122W-A|YMR123W|YMR124W|YMR125W|YMR126C|YMR127C|YMR128W|YMR129W|YMR130W|YMR131C|YMR132C|YMR133W|YMR134W|YMR135C|YMR135W-A|YMR136W|YMR137C|YMR138W|YMR139W|YMR140W|YMR141C|YMR142C|YMR141W-A|YMR143W|YMR144W|YMR145C|YMR146C|YMR147W|YMR148W|YMR149W|YMR150C|YMR151W|YMR152W|YMR153W|YMR153C-A|YMR154C|YMR155W|YMR156C|YMR157C|YMR158W|tM(CAU)M|YMRCdelta18|YMR158C-A|YMR158W-B|YMR159C|YMR160W|YMR161W|YMR162C|YMR163C|tV(AAC)M3|YMR164C|YMR165C|YMR166C|YMR167W|YMR168C|YMR169C|YMR170C|YMR171C|YMR172W|YMR172C-A|YMR173W|YMR173W-A|YMR174C|YMR175W|YMR175W-A|YMR176W|YMR177W|YMR178W|YMR179W|YMR180C|YMR181C|YMR182C|YMR182W-A|snR83|YMR183C|YMR184W|YMR185W|YMR186W|YMR187C|YMR188C|YMR189W
Formamide	0.016	14	190877	4.82	158957	269771	DSL1|SIP3|FOL1|GIS2|RTC4|TEX1|MRPL17|NRD1|RAD50|MPA43|RPA49|NA|VPS75|CWC25|SUI1|SLA2|ATG2|ZWF1|NAR1|LAP3|KEX2|YTP1|SIN4|NA|NA|BNI4|CSL4|PDR16|ELA1|URE2|NA|JJJ1|NA|CNM67|SQS1|ATG4|SSU72|SNR19|POP1|ADE12|ALG9|MGS1|NA|RAP1|IES2|PEX17|RRG9|VID27|NA|MER1|SSB2|NA|RIO2|RTT106|NA|SPS18|NA|SPS19|PSY2|NA|GCR2|NA|WHI3	YNL258C|YNL257C|YNL256W|YNL255C|YNL254C|YNL253W|YNL252C|YNL251C|YNL250W|YNL249C|YNL248C|YNL247W|YNL246W|YNL245C|YNL244C|YNL243W|YNL242W|YNL241C|YNL240C|YNL239W|YNL238W|YNL237W|YNL236W|YNL235C|YNL234W|YNL233W|YNL232W|YNL231C|YNL230C|YNL229C|YNL228W|YNL227C|YNL226W|YNL225C|YNL224C|YNL223W|YNL222W|snR19|YNL221C|YNL220W|YNL219C|YNL218W|YNL217W|YNL216W|YNL215W|YNL214W|YNL213C|YNL212W|YNL211C|YNL210W|YNL209W|YNL208W|YNL207W|YNL206C|YNL205C|YNL204C|YNL203C|YNL202W|YNL201C|YNL200C|YNL199C|YNL198C|YNL197C
Formamide	0.032	14	487251	9.75	465007	492376	TCB2|NA|MKT1|END3|SAL1|PMS1|SWS2|EOS1|TPM1|NIS1|APJ1|MKS1|IMP4|MLF3|MSK1|RNH201|LAT1	YNL087W|YNL086W|YNL085W|YNL084C|YNL083W|YNL082W|YNL081C|YNL080C|YNL079C|YNL078W|YNL077W|YNL076W|YNL075W|YNL074C|YNL073W|YNL072W|YNL071W
Formamide	0.049	15	169704	14.59	161134	174675	NA|NA|PHM7|ATG34|NA|ATG19|IRA2	YOL085W-A|YOL085C|YOL084W|YOL083W|YOL083C-A|YOL082W|YOL081W
Formamide	0.027	15	559460	8.22	551814	571080	GCY1|NA|PFY1|LEO1|UBP2|CAT5|IAH1|RGA1|ADE2|AFI1|ORT1	YOR120W|YOR121C|YOR122C|YOR123C|YOR124C|YOR125C|YOR126C|YOR127W|YOR128C|YOR129C|YOR130C
Galactose	0.011	1	40381	3.23	31636	83285	GDH3|BDH2|BDH1|NA|ECM1|CNE1|NA|GPB2|PEX22|ACS1|FLC2|OAF1|AIM2|GEM1|NA|SPC72|AIM1|NA|NA|GCV3|PTA1|NA|ERV46|CDC24|CLN3|CYC3|CDC19|NA|NA|NA|RBG1|FUN12|NA|MTW1|FUN19|POP5	YAL062W|YAL061W|YAL060W|YAL059C-A|YAL059W|YAL058W|YAL056C-A|YAL056W|YAL055W|YAL054C|YAL053W|YAL051W|YAL049C|YAL048C|YAL047W-A|YAL047C|YAL046C|YAL045C|YAL044W-A|YAL044C|YAL043C|YAL042C-A|YAL042W|YAL041W|YAL040C|YAL039C|YAL038W|YAL037C-B|YAL037C-A|YAL037W|YAL036C|YAL035W|YAL034C-B|YAL034W-A|YAL034C|YAL033W
Galactose	0.013	4	923672	3.65	884759	959280	GCD6|TCP1|UPC2|AHA1|NA|ADR1|RAD9|SPR28|MFB1|NA|GTB1|NA|CRF1|HTB1|HTA1|ADK1|SIR4|PCF11|IVY1|NA|COX20|HEM1|RTN1|LYS4|PRP42|FMN1|MRPL7|SEC26|NA|SNU56|BUD26|NA|NA|SUP2|AMD2|PRP28|PEX5|MNN10|TRS23|NA|VHS1|NA|NA	YDR211W|YDR212W|YDR213W|YDR214W|YDR215C|YDR216W|YDR217C|YDR218C|YDR219C|YDR220C|YDR221W|YDR222W|YDR223W|YDR224C|YDR225W|YDR226W|YDR227W|YDR228C|YDR229W|YDR230W|YDR231C|YDR232W|YDR233C|YDR234W|YDR235W|YDR236C|YDR237W|YDR238C|YDR239C|YDR240C|YDR241W|YDRWdelta12|YDRCsigma3|tY(GUA)D|YDR242W|YDR243C|YDR244W|YDR245W|YDR246W|YDR246W-A|YDR247W|YDR248C|YDR249C
Galactose	0.012	4	1150957	3.57	1116584	1171425	UTP4|YCG1|YSP2|NA|SKP1|PEX3|UBX5|GPI8|IRC3|NA|SWR1|MSN5|NA|MRPS28|NA|FCF1|NA|NA|NA|NA|HXT7|HXT6|NA|HXT3|SVF1|MRP1|NA	YDR324C|YDR325W|YDR326C|YDR327W|YDR328C|YDR329C|YDR330W|YDR331W|YDR332W|YDR333C|YDR334W|YDR335W|YDR336W|YDR337W|YDR338C|YDR339C|tX(XXX)D|YDR340W|YDRWdelta25|YDR341C|YDR342C|YDR343C|YDR344C|YDR345C|YDR346C|YDR347W|YDR348C
Galactose	0.023	8	203608	6.77	191065	269684	NCP1|DOG2|DOG1|NA|INM1|AAP1|YHK8|FSH1|NA|SMF2|NA|COX6|CIC1|RUF5-1|NA|CUP1-1|NA|RUF5-2|NA|CUP1-2|RSC30|NA|CPR2|MED6|FYV4|VMA22|GIC1|RPP1|PAN5|NA|SSZ1|RRP3|SSF1|HTD2|DYS1|RRP4|NA|TRM5|NA|PCL5|NA|NA|ERG7|NOP10|OSH3|NA|NA|QNS1|PPE1|PTC7|NMD2|NA|IRE1|SAE3|NA|LRP1|KSP1	YHR042W|YHR043C|YHR044C|YHR045W|YHR046C|YHR047C|YHR048W|YHR049W|YHR049C-A|YHR050W|YHR050W-A|YHR051W|YHR052W|RUF5-1|YHR052W-A|YHR053C|YHR054C|RUF5-2|YHR054W-A|YHR055C|YHR056C|YHR056W-A|YHR057C|YHR058C|YHR059W|YHR060W|YHR061C|YHR062C|YHR063C|YHR063W-A|YHR064C|YHR065C|YHR066W|YHR067W|YHR068W|YHR069C|YHR069C-A|YHR070W|YHR070C-A|YHR071W|tF(GAA)H1|YHR071C-A|YHR072W|YHR072W-A|YHR073W|YHR073W-A|YHR073C-B|YHR074W|YHR075C|YHR076W|YHR077C|YHR078W|YHR079C|YHR079C-A|YHR080C|YHR081W|YHR082C
Galactose	0.012	9	256794	3.58	227298	276931	HOP1|NA|PCI8|MAM33|RPS24B|NA|SEC6|NA|NA|RNR3|FIS1|SEE1|YRB2|ARC15|SNP1|NA|NA|NA|NA|RGI2|SUP17|VHR1|NA|NA|RHR2|RPL34B|MMF1|PCL7|DFG10|NEO1|NA|SYG1|NA|MET30|PIG2|AGE2|CBR1|PKP1|GVP36	YIL072W|YIL071W-A|YIL071C|YIL070C|YIL069C|YIL068W-A|YIL068C|YIL067C|YIL066W-A|YIL066C|YIL065C|YIL064W|YIL063C|YIL062C|YIL061C|YILWdelta2|YIL060W|YIL059C|YIL058W|YIL057C|tS(UGA)I|YIL056W|YIL055C|YIL054W|YIL053W|YIL052C|YIL051C|YIL050W|YIL049W|YIL048W|YIL047C-A|YIL047C|YIL046W-A|YIL046W|YIL045W|YIL044C|YIL043C|YIL042C|YIL041W
Galactose	0.034	12	112545	9.8	104467	128382	SPA2|NA|KNS1|NA|COX19|DPS1|NA|SDC25|BPT1|EMC6|PUF3|YEH1|SOF1	YLL021W|YLL020C|YLL019C|YLL019W-A|YLL018C-A|YLL018C|YLL017W|YLL016W|YLL015W|YLL014W|YLL013C|YLL012W|YLL011W
Galactose	0.096	15	171150	26.32	154056	174201	MPD2|NA|NA|ADH1|NA|NA|PHM7|ATG34|NA|ATG19|IRA2	YOL088C|YOL087C|YOL086W-A|YOL086C|YOL085W-A|YOL085C|YOL084W|YOL083W|YOL083C-A|YOL082W|YOL081W
Galactose	0.067	15	553951	18.93	552422	560433	PFY1|LEO1|UBP2|CAT5|IAH1	YOR122C|YOR123C|YOR124C|YOR125C|YOR126C
Galactose	0.01	16	87193	3.06	73338	205022	YAH1|NA|ICY2|RPL36B|NA|GYP5|GAL4|NA|RBD2|NA|HUT1|SRP68|IQG1|CIN2|HSP82|YAR1|NA|SUI3|NA|RVB2|TFP3|NSL1|SSO1|FAS2|USV1|NA|CET1|ALG5|NEW1|NA|MMT2|GRE1|FMP40|NA|FLC1|RPL1A|PCL8|SAR1|BMS1|NA|CBP3|THI6|LEA1|PUS1|NIP7|SRP72|IPL1|RKM1|TYW1|PGC1|NA|HRR25|TPK2|AFT2|YIG1|CSM4|NA|RPL7B|SNR59|NA|OXR1|APL5|DDC1|RSA1|PRM3|NA|NAB3|COA2|GUP2|POS5|MF(ALPHA)1|UIP4|NA|MRN1|RTC6|RTT10|NA|CTI6	YPL252C|YPL251W|YPL250C|YPL249C-A|YPL250W-A|YPL249C|YPL248C|YPL247C|YPL246C|YPL245W|YPL244C|YPL243W|YPL242C|YPL241C|YPL240C|YPL239W|YPL238C|YPL237W|YPL236C|YPL235W|YPL234C|YPL233W|YPL232W|YPL231W|YPL230W|YPL229W|YPL228W|YPL227C|YPL226W|YPL225W|YPL224C|YPL223C|YPL222W|YPL222C-A|YPL221W|YPL220W|YPL219W|YPL218W|YPL217C|YPL216W|YPL215W|YPL214C|YPL213W|YPL212C|YPL211W|YPL210C|YPL209C|YPL208W|YPL207W|YPL206C|YPL205C|YPL204W|YPL203W|YPL202C|YPL201C|YPL200W|YPL199C|YPL198W|snR59|YPL197C|YPL196W|YPL195W|YPL194W|YPL193W|YPL192C|YPL191C|YPL190C|YPL189C-A|YPL189W|YPL188W|YPL187W|YPL186C|YPL185W|YPL184C|YPL183W-A|YPL183C|YPL182C|YPL181W
Hydrogen_Peroxide	0.026	2	532446	7.51	524910	546726	IRA1|NA|NA|MAK5|SUP45|NA|ADH5|MRPS9|RTC2|YSW1|ARA1|TBS1|APD1|SPP381	YBR140C|YBR141C|YBR141W-A|YBR142W|YBR143C|YBR144C|YBR145W|YBR146W|YBR147W|YBR148W|YBR149W|YBR150C|YBR151W|YBR152W
Hydrogen_Peroxide	0.176	13	255332	44.74	250460	264400	SPT5|NA|NA|MRPL39|ERG6|NA|YAP1|GIS4|NA|TRM12|GLO1|NA	YML010W|YML009W-B|YML009C-A|YML009C|YML008C|YML007C-A|YML007W|YML006C|tS(AGA)M|YML005W|YML004C|YML003W
Hydrogen_Peroxide	0.027	13	882390	7.66	862694	905529	PRC1|LIP1|DYN3|ADE4|ATM1|YME2|ADH2|UBP15|NA|SCW10|FKS3|NA|GAS1|NA|PSE1|NIP1|NA|GLC8|ELP6|TGL3|PRE5|NA|NA|DIA1	YMR297W|YMR298W|YMR299C|YMR300C|YMR301C|YMR302C|YMR303C|YMR304W|YMR304C-A|YMR305C|YMR306W|YMR306C-A|YMR307W|YMR307C-A|YMR308C|YMR309C|YMR310C|YMR311C|YMR312W|YMR313C|YMR314W|YMR315W|YMR315W-A|YMR316W
Hydrogen_Peroxide	0.02	14	373768	4.73	369031	405843	NAM9|EAF7|FPR1|NA|FYV6|NA|KRE33|TOM22|CPT1|DGR1|NRK1|TEP1|FAR11|SPC98|ESBP6|NAF1|NMA111|NA|TOM70|NA|NCS2|DCP2	YNL137C|YNL136W|YNL135C|YNL134C|YNL133C|tF(GAA)N|YNL132W|YNL131W|YNL130C|YNL130C-A|YNL129W|YNL128W|YNL127W|YNL126W|YNL125C|YNL124W|YNL123W|YNL122C|YNL121C|YNL120C|YNL119W|YNL118C
Hydrogen_Peroxide	0.11	14	466590	24.97	465007	469226	TCB2|NA|MKT1	YNL087W|YNL086W|YNL085W
Hydrogen_Peroxide	0.121	15	171745	31.96	161768	174675	NA|NA|PHM7|ATG34|NA|ATG19|IRA2	YOL085W-A|YOL085C|YOL084W|YOL083W|YOL083C-A|YOL082W|YOL081W
Hydroquinone	0.094	4	476179	25.37	439477	482953	PTC1|MED2|ATP16|MCD1|NHP10|RMD1|CEN4|NTH1|YRB1|RCR2|NA|RAD57|MAF1|SOK1|TRP1|NA|GAL3|NA|SNQ2|RPL4B|PSF1|RAD61|HED1|NA|DAD1|KCS1|NA	YDL006W|YDL005C|YDL004W|YDL003W|YDL002C|YDL001W|CEN4|YDR001C|YDR002W|YDR003W|YDR003W-A|YDR004W|YDR005C|YDR006C|YDR007W|YDR008C|YDR009W|YDR010C|YDR011W|YDR012W|YDR013W|YDR014W|YDR014W-A|YDR015C|YDR016C|YDR017C|YDR018C
Hydroquinone	0.011	4	747672	3.21	689616	767005	VBA4|NA|TRM1|DPB4|KIN1|INO2|NA|ECM18|SWF1|ARO1|MTC5|SAC6|FIN1|NA|NA|NA|NA|YCF1|VPS61|RGP1|HPR1|RUB1|MTQ2|DOP1|PEX7|SAN1|MKC7|TAF12|SWI5|EKI1|KGD2|NA|NUM1|CTH1|GIR2|ENT5	YDR119W|YDR119W-A|YDR120C|YDR121W|YDR122W|YDR123C|YDR124W|YDR125C|YDR126W|YDR127W|YDR128W|YDR129C|YDR130C|YDR131C|YDR132C|YDR133C|YDR134C|YDR135C|YDR136C|YDR137W|YDR138W|YDR139C|YDR140W|YDR141C|YDR142C|YDR143C|YDR144C|YDR145W|YDR146C|YDR147W|YDR148C|YDR149C|YDR150W|YDR151C|YDR152W|YDR153C
Hydroquinone	0.011	5	223617	3.24	64504	327966	"TCA17|NA|GLY1|NA|IES6|NA|GDA1|YEF1|UTR2|CYC7|UTR4|RAD23|ANP1|UTR5|NA|HYP2|MTC7|NA|MCM3|NA|SPF1|NA|ECM10|BUD16|NA|NA|IMT4|CUP5|SNU13|NA|RIP1|NA|GEA2|URA3|NA|TIM9|RPR1|NA|NA|MMS21|NA|EAF5|PMP2|GTT3|NPP2|EDC3|NA|VAC8|NA|UBC8|GLC3|NA|NA|NA|NA|NA|NA|NA|GCN4|NA|NA|NA|YEA6|VAB2|YEA4|GIM4|WBP1|IRC22|CEN5|MNN1|NOP16|PMI40|FMP52|YND1|NUG1|NA|PAC2|TMA20|SNR14|SEC3|NTF2|NA|TIR1|NA|NA|PRE1|PRP22|HEM14|BUD25|FAA2|BIM1|AFG3|SPC25|ISC1|SBH2|GPA2|RPN3|SRB4|PRO3|NA|YAT2|GCD11|NA|CHO1|GAL83|MIG3|SMB1|CHZ1|YPT31|FIR1|ZRG8|NA|EDC2|ARB1|PHM8|KRE29|NA|HVG1|NA|GLN3|YEN1|MXR1|SAH1|ERG28|MEI4|ACA1|SPO73|NA|SAP1|CAJ1|NA|NA|NA|NA|ISD11|TPA1|RSM18|JHD1|HOM3|PIC2|NA|GIP2|HIS1|FCY2|RPL34A|HMF1|PET117|PCL6|FCY21|FCY22|CEM1|HOR2|THO1|NA|ICL1|NA|SUP19|RRT13|NA|RGI1|NA|MOT2|NA|ARG5,6|RNR1|NA|VTC1|ALD5|RPS24A|YOS1|PTP3|NA|NA|NA|NA|NA|ICP55|NA|NA|NA|AIM9|SRG1|SER3|UTP7|GET2|NA|NA|NA"	YEL048C|YEL047C|YEL046C|YEL045C|YEL044W|YEL043W|YEL042W|YEL041W|YEL040W|YEL039C|YEL038W|YEL037C|YEL036C|YEL035C|YEL034C-A|YEL034W|YEL033W|tS(AGA)E|YEL032W|YEL032C-A|YEL031W|YEL030C-A|YEL030W|YEL029C|YEL028W|YELCdelta3|tM(CAU)E|YEL027W|YEL026W|YEL025C|YEL024W|YEL023C|YEL022W|YEL021W|YEL020C-B|YEL020W-A|RPR1|YELCtau1|YEL020C|YEL019C|YEL018C-A|YEL018W|YEL017C-A|YEL017W|YEL016C|YEL015W|YEL014C|YEL013W|tQ(UUG)E2|YEL012W|YEL011W|tK(CUU)E1|YELCdelta4|YEL010W|YEL009C-A|YELWdelta5|YELWdelta6|tR(UCU)E|YEL009C|YEL008W|YEL008C-A|YEL007W|YEL006W|YEL005C|YEL004W|YEL003W|YEL002C|YEL001C|CEN5|YER001W|YER002W|YER003C|YER004W|YER005W|YER006W|YER006C-A|YER007W|YER007C-A|snR14|YER008C|YER009W|YER010C|YER011W|YERWdelta7|tE(UUC)E1|YER012W|YER013W|YER014W|YER014C-A|YER015W|YER016W|YER017C|YER018C|YER019W|YER019C-A|YER020W|YER021W|YER022W|YER023W|YER023C-A|YER024W|YER025W|tH(GUG)E1|YER026C|YER027C|YER028C|YER029C|YER030W|YER031C|YER032W|YER033C|YER034W|YER035W|YER036C|YER037W|YER038C|YER038W-A|YER039C|YER039C-A|YER040W|YER041W|YER042W|YER043C|YER044C|YER044C-A|YER045C|YER046W|YER046W-A|YER047C|YER048C|YERCdelta8|YERWdelta9|YERCsigma1|tQ(UUG)E1|YER048W-A|YER049W|YER050C|YER051W|YER052C|YER053C|YER053C-A|YER054C|YER055C|YER056C|YER056C-A|YER057C|YER058W|YER059W|YER060W|YER060W-A|YER061C|YER062C|YER063W|YER064C|YER065C|YERCdelta10|tS(UGA)E|YER066W|YER066C-A|YER067W|YER067C-A|YER068W|YER068C-A|YER069W|YER070W|YER071C|YER072W|YER073W|YER074W|YER074W-A|YER075C|tA(UGC)E|YERWdelta11|YER076C|YER076W-A|YER077C|YER078C|YER078W-A|YER079W|YER079C-A|YER080W|SRG1|YER081W|YER082C|YER083C|YER084W|YER084W-A|YER085C
Hydroquinone	0.018	5	408418	5.15	390433	545020	BOI2|SPR6|SLX8|RPL23B|SHO1|AVT6|NA|SCS2|NA|GLO3|YCK3|DSE1|RSP5|NSA2|LCP5|NA|SAK1|NA|RPS26B|SNR4|PMD1|SNR52|NA|GLC7|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|GDI1|NA|NA|SCR1|NA|NA|NA|NA|NA|NA|NA|NA|NA|RTR1|NA|COX15|MAG1|DDI1|UBP5|FTR1|NA|LSM5|SCC4|NA|SPT15|NA|PEA2|SPI1|NA|UBP3|NA|NA|PET122|OXA1|BEM2|NA|COG3|NA|NA|NA|NA|BUR6|NA|NA|NA|NA|NA|NA|SPT2|RAD4|NA|CHD1|PAB1|NA|DNF1|BCK2|CCA1|RPH1|ADK2|RAD3|BRR2|NA|RAD24|GRX4|TMT1|NA|ECM32	YER114C|YER115C|YER116C|YER117W|YER118C|YER119C|YER119C-A|YER120W|YER121W|YER122C|YER123W|YER124C|YER125W|YER126C|YER127W|YER128W|YER129W|YER130C|YER131W|snR4|YER132C|snR52|YERCdelta14|YER133W|tH(GUG)E2|YERCsigma3|YERCdelta15|tK(CUU)E2|YERCdelta16|YERCtau3|YER133W-A|YER134C|YER135C|tV(AAC)E1|YER136W|YER137C|YER137W-A|SCR1|YERWdelta17|tI(AAU)E1|YERCTy1-1|YERCdelta19|YER138C|YERWdelta21|YER137C-A|YERCdelta20|YER138W-A|YER139C|YER140W|YER141W|YER142C|YER143W|YER144C|YER145C|YER145C-A|YER146W|YER147C|YER147C-A|YER148W|YER148W-A|YER149C|YER150W|tV(AAC)E2|YER151C|YER152C|YER152W-A|YER153C|YER154W|YER155C|YER156C|YER157W|tE(UUC)E3|YERWdelta22|YER158C|YER158W-A|YER159C|tR(ACG)E|YERCTy1-2|YERCdelta23|YER160C|YER159C-A|YERCdelta24|YER161C|YER162C|YER163C|YER164W|YER165W|YER165C-A|YER166W|YER167W|YER168C|YER169W|YER170W|YER171W|YER172C|YER172C-A|YER173W|YER174C|YER175C|YER175W-A|YER176W
Hydroquinone	0.015	10	657700	4.48	625745	682894	ECM27|NA|ABM1|CPA2|YMR1|NA|NNF1|NA|RSM7|NA|NA|NA|STE24|ILM1|JHD2|NA|ATP2|IBA57|RPS5|NA|ENT3|VPS70|RSF2|NA|SNR3|NA|STR2|MNS1|NMD5|XPT1|SGM1|MCM22|TIM8|TTI2|MET5	YJR106W|YJR107W|YJR108W|YJR109C|YJR110W|YJR111C|YJR112W|YJR112W-A|YJR113C|YJR114W|YJR115W|YJR116W|YJR117W|YJR118C|YJR119C|YJR120W|YJR121W|YJR122W|YJR123W|YJR124C|YJR125C|YJR126C|YJR127C|YJR128W|snR3|YJR129C|YJR130C|YJR131W|YJR132W|YJR133W|YJR134C|YJR135C|YJR135W-A|YJR136C|YJR137C
